Timestamp,Group,Class,Archetype,Rank,Class1,Archetype1,Result1,Class2,Archetype2,Result2,Class3,Archetype3,Result3,Class4,Archetype4,Result4,Class5,Archetype5,Result5,Wins
7/10/2018 13:17:28,B,Swordcraft,Midrange,AA,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Lost,Dragoncraft,Ramp,Lost,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost
7/10/2018 13:39:40,B,Runecraft,Mysteria,AA,Havencraft,Lion Crystal,Won,Swordcraft,Aggro,Lost,Havencraft,Lion Crystal,Lost,Havencraft,Tenko,Lost,Forestcraft,Aggro,Lost
7/10/2018 13:58:22,A,Havencraft,Tenko,Master,Swordcraft,Midrange,Won,Swordcraft,Midrange,Lost,Runecraft,Spellboost,Lost,Shadowcraft,Arcus,Won,Havencraft,Tenko,Won
7/10/2018 14:03:42,A,Swordcraft,Midrange,Grand Master,Havencraft,Tenko,Lost,Havencraft,Tenko,Lost,Swordcraft,Midrange,Won,Shadowcraft,Reanimate,Won,Havencraft,Tenko,Won
7/10/2018 14:19:38,A,Bloodcraft,Jorm,AA,Portalcraft,Puppet,Won,Havencraft,Lion Crystal,Lost,Havencraft,Lion Crystal,Lost,Havencraft,Lion Crystal,Lost,Havencraft,Lion Crystal,Lost
7/10/2018 14:20:43,A,Portalcraft,Puppet,Master,Havencraft,Lion Crystal,Won,Dragoncraft,Jerva,Won,Portalcraft,Puppet,Won,Dragoncraft,Jerva,Lost,Havencraft,Lion Crystal,Won
7/10/2018 14:32:26,B,Runecraft,Mysteria,A,Runecraft,Mysteria,Won,Dragoncraft,Ramp,Won,Forestcraft,Control,Won,Forestcraft,Neutral,Lost,Shadowcraft,Midrange,Won
7/10/2018 14:33:40,A,Portalcraft,Puppet,Master,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Won,Portalcraft,Puppet,Lost,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Won
7/10/2018 14:44:21,A,Swordcraft,Midrange,AA,Dragoncraft,Ramp,Won,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Runecraft,Spellboost,Won,Swordcraft,Midrange,Lost
7/10/2018 14:57:20,A,Portalcraft,Puppet,Master,Forestcraft,Neutral,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Lost,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won
7/10/2018 15:17:07,A,Forestcraft,Aggro,Master,Runecraft,Neutral,Won,Dragoncraft,Jabberwock,Won,Havencraft,Tenko,Won,Havencraft,Tenko+Lion,Won,Havencraft,Lion Crystal,Won
7/10/2018 16:00:09,A,Forestcraft,Aggro,AA,Havencraft,Tenko,Won,Havencraft,Lion Crystal,Won,Forestcraft,Aggro,Won,Havencraft,Tenko,Lost,Dragoncraft,Ramp,Won
7/10/2018 16:02:09,A,Portalcraft,Puppets,Master,Dragoncraft,Jabberwock,Won,Portalcraft,Puppet,Won,Swordcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Lost
7/10/2018 16:10:35,A,Portalcraft,Puppet,Master,Dragoncraft,Ramp,Won,Swordcraft,Midrange,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won
7/10/2018 16:19:26,A,Portalcraft,Puppet,Master,Dragoncraft,,Won,Portalcraft,,Won,Havencraft,,Won,Havencraft,,Lost,Bloodcraft,,Won
7/10/2018 16:19:59,A,Portalcraft,Puppet,Grand Master,Havencraft,Lion Crystal,Won,Forestcraft,Aggro,Won,Shadowcraft,Reanimate,Won,Portalcraft,Puppet,Lost,Portalcraft,Puppet,Won
7/10/2018 16:25:39,A,Portalcraft,Artifact,Master,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won
7/10/2018 16:27:05,A,Swordcraft,Midrange,AA,Havencraft,Tenko,Won,Havencraft,Lion Crystal,Lost,Havencraft,Tenko,Won,Havencraft,Lion Crystal,Lost,Portalcraft,Puppet,Won
7/10/2018 16:28:55,A,Dragoncraft,Jabberwock,Grand Master,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won
7/10/2018 16:34:56,A,Swordcraft,Midrange,C,Forestcraft,Aggro,Won,Swordcraft,Midrange,Won,Swordcraft,Midrange,Won,Havencraft,Lion Crystal,Won,Runecraft,Spellboost Chimera,Lost
7/10/2018 16:39:18,A,Havencraft,Tenko,Master,Dragoncraft,Ramp,Lost,Havencraft,Lion Crystal,Lost,Dragoncraft,Lindworm,Lost,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won
7/10/2018 16:44:41,A,Swordcraft,Midrange,AA,Portalcraft,Artifact,Won,Havencraft,Summit Tenko,Lost,Swordcraft,Midrange,Won,Dragoncraft,Jabberwock,Won,Swordcraft,Midrange,Won
7/10/2018 16:45:24,A,Portalcraft,Artifact,Master,Havencraft,Lion Crystal,Lost,Runecraft,Spellbost,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won
7/10/2018 17:05:44,A,Swordcraft,Midrange,Master,Dragoncraft,,Won,Dragoncraft,Lindworm,Lost,Swordcraft,Midrange,Won,Dragoncraft,ramp,Won,Shadowcraft,Arcus,Won
7/10/2018 17:21:42,A,Dragoncraft,Lindworm,Grand Master,Swordcraft,Midrange,Won,Havencraft,tenko,Won,Havencraft,Lion Crystal,Won,Forestcraft,Control,Won,Portalcraft,puppet,Won
7/10/2018 17:35:27,A,Forestcraft,Aggro,A,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Lost,Portalcraft,Puppet,Won
7/10/2018 17:37:22,A,Forestcraft,Aggro,AA,Havencraft,,Won,Dragoncraft,ramp,Lost,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Lost
7/10/2018 17:42:00,A,Forestcraft,Aggro,A,Havencraft,Tenko,Won,Dragoncraft,,Won,Runecraft,Mysteria,Won,Portalcraft,Puppet,Won,Havencraft,Tenko,Won
7/10/2018 17:49:19,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Won,Forestcraft,Control,Won,Portalcraft,Puppet,Lost,Dragoncraft,Jabberwock,Won,Portalcraft,Puppet,Won
7/10/2018 17:51:56,A,Runecraft,Spellboost,AA,Swordcraft,Midrange,Lost,Runecraft,Spellboost,Won,Forestcraft,control,Won,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Lost
7/10/2018 18:29:19,A,Swordcraft,Midrange,Master,Havencraft,Summit,Lost,Havencraft,Tenko,Won,Swordcraft,Midrange,Lost,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Won
7/10/2018 18:33:22,A,Dragoncraft,PDK,Master,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Runecraft,Spellboodt,Won,Swordcraft,Midrange,Won,Swordcraft,Midrange,Lost
7/10/2018 18:37:43,A,Forestcraft,Aggro,Master,Swordcraft,Midrange,Won,Havencraft,Tenko,Lost,Forestcraft,Aggro,Won,Forestcraft,Aggro,Won,Forestcraft,Midrange,Won
7/10/2018 19:21:53,A,Swordcraft,Midrange,Master,Portalcraft,Artifact,Won,Havencraft,Tenko,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Won
7/10/2018 19:26:41,B,Forestcraft,Midrange,B,Runecraft,Spellboost,Won,Portalcraft,Artifact,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Lost,Havencraft,Lion Crystal,Won
7/10/2018 19:45:43,A,Swordcraft,Midrange,A,Havencraft,Tenko,Won,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Havencraft,Lion Crystal,Lost,Forestcraft,Aggro,Won
7/10/2018 20:01:56,A,Havencraft,Summit,Master,Swordcraft,Midrange,Won,Portalcraft,Puppets,Won,Portalcraft,Puppets,Won,Forestcraft,Aggro,Won,Swordcraft,Midrange,Lost
7/10/2018 20:21:08,A,Portalcraft,Artifact,Master,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Lost,Havencraft,Tenko,Won,Havencraft,Tenko,Won
7/10/2018 20:24:09,A,Portalcraft,Puppet,Master,Swordcraft,Midrange,Won,Havencraft,tenko,Won,Swordcraft,Midrange,Lost,Portalcraft,Puppet,Won,Forestcraft,Aggro,Won
7/10/2018 20:29:15,A,Forestcraft,Aggro,Master,Forestcraft,Aggro,Won,Dragoncraft,Ramp,Won,Havencraft,Tenko,Lost,Havencraft,Tenko+Lion,Won,Havencraft,Tenko,Won
7/10/2018 20:30:58,A,Havencraft,Lion Crystal,A,Forestcraft,Control,Won,Bloodcraft,Aggro,Lost,Swordcraft,Control,Won,Swordcraft,Aggro,Won,Portalcraft,Puppet,Won
7/10/2018 20:46:07,A,Havencraft,Lion Crystal,Master,Havencraft,Tenko,Won,Portalcraft,Puppets,Lost,Swordcraft,Midrange,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppets,Lost
7/10/2018 21:08:14,A,Bloodcraft,Aggro,Master,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Won,Portalcraft,Puppet,Lost
7/10/2018 21:09:09,A,Shadowcraft,Arcus,AA,Runecraft,Spellboost,Won,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Won,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Lost
7/10/2018 21:10:16,A,Forestcraft,Aggro,Master,Portalcraft,Puppet,Won,Forestcraft,Midrange,Won,Swordcraft,Midrange,Lost,Portalcraft,Puppet,Won,Swordcraft,Midrange,Lost
7/10/2018 21:20:06,A,Swordcraft,Aggro,A,Dragoncraft,Ramp,Won,Havencraft,Tenko,Lost,Shadowcraft,Midrange,Won,Runecraft,Spellboost,Won,Havencraft,Tenko,Won
7/10/2018 21:38:03,A,Swordcraft,Midrange,Master,Havencraft,Tenko,Won,Forestcraft,Aggro,Won,Dragoncraft,Jabberwock,Lost,Havencraft,Tenko,Lost,Dragoncraft,Ramp,Lost
7/10/2018 21:39:06,A,Havencraft,Lion Crystal,Master,Dragoncraft,Ramp,Lost,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Havencraft,Tenko,Won
7/10/2018 21:46:11,A,Swordcraft,Midrange,Master,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Havencraft,Lion Crystal,Lost,Portalcraft,Puppet,Won,Runecraft,Spellboost,Won
7/10/2018 21:57:20,A,Portalcraft,Artifact,Master,Forestcraft,Midrange,Won,Portalcraft,Artifact,Won,Swordcraft,Midrange,Lost,Dragoncraft,Zooey,Won,Portalcraft,Artifact,Won
7/10/2018 22:31:07,A,Havencraft,Tenko,Master,Swordcraft,Aggro,Won,Bloodcraft,Aggro,Won,Portalcraft,Puppet,Won,Runecraft,Spellboost,Won,Swordcraft,Midrange,Won
7/10/2018 23:12:02,A,Havencraft,Lion Crystal,B,Swordcraft,Midrange,Won,Portalcraft,Puppet,Won,Havencraft,Tenko,Won,Swordcraft,Aggro,Lost,Dragoncraft,Ramp,Won
7/10/2018 23:17:49,A,Swordcraft,,AA,Havencraft,Tenko,Lost,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Lost,Shadowcraft,Tenko,Lost
7/10/2018 23:37:17,A,Havencraft,Lion Crystal,AA,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Lost,Dragoncraft,Ramp,Won,Runecraft,Spellboost,Won
7/10/2018 23:41:23,A,Runecraft,Spellboost,AA,Portalcraft,Puppet,Lost,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won,Forestcraft,Aggro,Lost,Portalcraft,Puppet,Lost
7/10/2018 23:53:20,B,Runecraft,Spellboost,Master,Havencraft,Tenko,Won,Dragoncraft,Jabberwock,Won,Forestcraft,Neutral,Won,Portalcraft,Artifact,Won,Swordcraft,Midrange,Won
7/10/2018 23:58:57,A,Swordcraft,Midrange,Master,Havencraft,Neutral,Won,Forestcraft,Midrange,Won,Havencraft,Lion Crystal,Lost,Dragoncraft,Ramp,Won,Swordcraft,Midrange,Won
7/11/2018 0:14:40,A,Swordcraft,,Grand Master,Swordcraft,,Won,Havencraft,,Lost,Havencraft,,Won,Havencraft,,Won,Runecraft,,Won
7/11/2018 0:31:32,A,Havencraft,Tenko,A,Shadowcraft,Arcus,Lost,Swordcraft,Midrange,Lost,Runecraft,Mysteria,Won,Havencraft,Tenko,Won,Runecraft,Spellboost,Won
7/11/2018 1:01:44,A,Runecraft,Spellboost,Master,Swordcraft,Aggro,Won,Havencraft,Tenko,Won,Dragoncraft,Jabberwock,Won,Forestcraft,Neutral,Won,Havencraft,Lion Crystal,Won
7/11/2018 2:38:56,A,Havencraft,Lion Crystal,Master,Havencraft,Amulet,Won,Havencraft,Tenko,Won,Dragoncraft,Jabberwock,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Won
7/11/2018 2:39:54,A,Havencraft,Lion Crystal,Master,Forestcraft,Aggro,Won,Bloodcraft,Aggro,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost,Forestcraft,Aggro,Won
7/11/2018 2:44:02,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Lost,Havencraft,Lion Crystal,Won,Dragoncraft,Lindworm,Won,Forestcraft,Aggro,Won,Swordcraft,Midrange,Won
7/11/2018 4:57:23,B,Bloodcraft,Aggro,B,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Lost,Havencraft,Tenko,Lost
7/11/2018 5:21:08,A,Portalcraft,Puppet,AA,Runecraft,Spellboost,Won,Forestcraft,Aggro,Lost,Portalcraft,Puppet,Won,Shadowcraft,Midrange,Won,Swordcraft,Midrange,Won
7/11/2018 5:55:54,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Won,Swordcraft,Midrange,Won,Forestcraft,Midrange,Won,Forestcraft,Midrange,Won,Havencraft,Tenko,Won
7/11/2018 6:11:48,A,Havencraft,,AA,Havencraft,,Won,Havencraft,,Lost,Havencraft,,Won,Swordcraft,,Won,Portalcraft,,Won
7/11/2018 7:07:17,A,Forestcraft,Control,AA,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Lost,Havencraft,Lion Crystal,Lost,Forestcraft,Aggro,Won,Havencraft,Tenko,Won
7/11/2018 7:18:41,A,Forestcraft,Aggro,Master,Forestcraft,Midrange,Won,Runecraft,Spellboost,Won,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Lost,Portalcraft,Artifact,Won
7/11/2018 7:29:53,A,Swordcraft,Midrange,Master,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Won,Havencraft,Amulet,Won,Shadowcraft,Midrange,Won
7/11/2018 7:46:18,A,Forestcraft,Aggro,A,Swordcraft,Midrange,Lost,Swordcraft,Aggro,Won,Forestcraft,Aggro,Won,Portalcraft,Aggro,Won,Portalcraft,Aggro,Won
7/11/2018 8:53:40,A,Forestcraft,Midrange,Master,Swordcraft,Midrange,Won,Swordcraft,Midrange,Won,Forestcraft,Midrange,Won,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Won
7/11/2018 8:58:27,A,Forestcraft,Midrange,Master,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Havencraft,Lion Crystal,Won
7/11/2018 9:54:28,A,Swordcraft,Midrange,A,Swordcraft,Midrange,Won,Havencraft,tenko,Won,Havencraft,Lion Crystal,Lost,Havencraft,tenko,Won,Forestcraft,Aggro,Won
7/11/2018 10:46:39,A,Forestcraft,Aggro,Master,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Won,Havencraft,Tenko+Lion,Won
7/11/2018 12:33:41,A,Havencraft,Tenko,Master,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Won
7/11/2018 13:06:02,A,Swordcraft,Midrange,AA,Bloodcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost,Havencraft,Lion Crystal,Won
7/11/2018 14:04:46,A,Swordcraft,Royal banner,Grand Master,Swordcraft,Midrange,Won,Runecraft,Spellboost,Lost,Portalcraft,Hybrid,Lost,Swordcraft,Midrange,Won,Portalcraft,Puppet,Lost
7/11/2018 14:27:07,A,Swordcraft,Midrange,Master,Runecraft,Dirt,Won,Swordcraft,Midrange,Won,Portalcraft,Puppet,Lost,Forestcraft,Midrange,Won,Havencraft,Tenko,Won
